workingday_0,workingday_1,weather_1,weather_2,weather_3,weather_4,holiday_0,holiday_1,count1,count2,count3,count4,count5,count6,season,year,hour,weekday,temp,humidity,windspeed
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.22369083193703868,-0.002780061845940017,0.1103539587921064,0.08550084405510532,0.0047163902645187055,-0.07091596256783303,1,2011,18,6,0.42,0.88,0.2537
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.6608371440998534,-0.2234720608550169,-0.0026050296871474943,0.11042287804876025,0.085550499747864,0.004759539034164568,1,2011,19,6,0.42,0.88,0.2537
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6234268736907725,-0.6605020836926747,-0.22323784028252613,-0.0025303933967548826,0.1104721807205577,0.08559296781981492,1,2011,20,6,0.4,0.87,0.2537
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6418721819291059,-0.623101765134905,-0.6601506540056423,-0.22315203741531628,-0.0024794907402824065,0.11051443892898812,1,2011,21,6,0.4,0.87,0.194
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6803518912223616,-0.641542166566552,-0.6227603660132632,-0.6600427382872944,-0.22309800965016044,-0.0024362813746870824,1,2011,22,6,0.4,0.94,0.2239
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8110599793464525,-0.6800116395171888,-0.6411958218278803,-0.6226543426767508,-0.6599825219592301,-0.22305294247332375,1,2011,23,6,0.46,0.88,0.2985
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5879864997450757,-0.8106849567763825,-0.679654977471637,-0.6410888654436813,-0.622594655955835,-0.6599337758121866,1,2011,0,0,0.46,0.88,0.2985
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.1469866386468128,-0.5876708190101796,-0.8102932488460863,-0.6795460746085137,-0.6410289175974917,-0.6225462246490782,1,2011,1,0,0.44,0.94,0.2537
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.1469866386468128,-1.1465222531256547,-0.5873389222787756,-0.8101777341726496,-0.6794855820154166,-0.6409803310572637,1,2011,2,0,0.42,1.0,0.2836
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.575141676778008,-1.1465222531256547,-1.146040475428802,-0.5872346916777651,-0.8101153911802618,-0.6794366716346343,1,2011,3,0,0.46,0.94,0.194
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.8481055055548004,-1.5745633937834833,-1.146040475428802,-1.1459079680552011,-0.5871755066767027,-0.8100653807761038,1,2011,4,0,0.46,0.94,0.194
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.3147402529792513,-1.8474546089328527,-1.5739668177422101,-1.1459079680552011,-1.1458408694393394,-0.5871273736318235,1,2011,6,0,0.42,0.77,0.2985
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.5877040817560433,-2.3139652225413183,-1.8467848449273152,-1.5738126523370561,-1.1458408694393394,-1.1457880319172649,1,2011,7,0,0.4,0.76,0.194
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-3.0543388291804945,-2.5868564376906873,-2.31317034288448,-1.846616871768684,-1.573739492445337,-1.1457880319172649,1,2011,8,0,0.4,0.71,0.2239
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.6544345869071413,-3.053367051299153,-2.585988370069585,-2.3129787652153713,-1.8465398476013684,-1.5736830516225244,1,2011,9,0,0.38,0.76,0.2239
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.037577004236091,-1.6538352104737561,-3.0523738680267503,-2.585782984646999,-2.3128951350252906,-1.846481109548165,1,2011,10,0,0.36,0.81,0.2239
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.3814921145980485,-1.0371417237815825,-1.6532173741552552,-3.052144878093687,-2.5856954901813225,-2.312832469830795,1,2011,11,0,0.36,0.71,0.2537
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.19420239667540182,-0.38123136534039315,-1.0366892813576463,-1.6530591977536242,-3.052050777605245,-2.5856305277564355,1,2011,12,0,0.36,0.66,0.2985
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.0029401089907236866,-0.1939914700842086,-0.3809548345662614,-1.0365623084215816,-1.6529849153334772,-3.0519818880390663,1,2011,13,0,0.36,0.66,0.1343
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.1477555927882487,-0.002780061845940017,-0.193765156048477,-0.38086104939158194,-1.0364967586885228,-1.652927807191175,1,2011,14,0,0.36,0.76,0.194
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.30929317565332837,-0.14755702194004006,-0.0026050296871474943,-0.19368084484060658,-0.3808047876760584,-1.0364448419446273,1,2011,15,0,0.34,0.81,0.1642
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.15679212626632102,-0.30905163270178454,-0.14734316137493242,-0.0025303933967548826,-0.1936272345353071,-0.3807583924628153,1,2011,16,0,0.34,0.71,0.1642
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1388387520184678,-0.15659115152643885,-0.308794460145872,-0.1472611996579112,-0.0024794907402824065,-0.19358241552955582,1,2011,17,0,0.34,0.57,0.194
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.24409274585081753,-0.13864255322137065,-0.15637486805609782,-0.30870432712230256,-0.14720824688753714,-0.0024362813746870824,1,2011,18,0,0.36,0.46,0.3284
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.3814921145980485,-0.2438685474673753,-0.1384310834690917,-0.1562924492300629,-0.3086490875077625,-0.1471638187724395,1,2011,19,0,0.32,0.42,0.4478
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7646131754592987,-0.38123136534039315,-0.2436288566662717,-0.13834957280648197,-0.15623936853191192,-0.30860329991201024,1,2011,20,0,0.3,0.39,0.3582
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9734130821610678,-0.7642505086322133,-0.3809548345662614,-0.24354202177735024,-0.13829674626942728,-0.15619486436644736,1,2011,21,0,0.26,0.44,0.3284
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7425386851919672,-0.9729948705436741,-0.7638712541725411,-0.38086104939158194,-0.2434877051877798,-0.1382523931973773,1,2011,22,0,0.24,0.44,0.2985
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.575141676778008,-0.7421818906037752,-0.9725596319626677,-0.7637580889899537,-0.3808047876760584,-0.24344246631091646,1,2011,23,0,0.22,0.47,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.6544345869071413,-1.5745633937834833,-0.7418085548294177,-0.9724359047299701,-0.7636964035324912,-0.3807583924628153,1,2011,0,1,0.22,0.44,0.3582
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.9708464990849932,-1.6538352104737561,-1.5739668177422101,-0.7416965062750703,-0.9723712633483195,-0.7636467840189868,1,2011,1,1,0.2,0.44,0.4179
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.5877040817560433,-1.970162950998514,-1.6532173741552552,-1.5738126523370561,-0.7416351333202367,-0.97231988660019,1,2011,4,1,0.16,0.47,0.3881
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0543388291804945,-2.5868564376906873,-1.969460277271976,-1.6530591977536242,-1.573739492445337,-0.7415856995829581,1,2011,5,1,0.16,0.47,0.2836
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.3147402529792513,-3.053367051299153,-2.585988370069585,-1.9692860953149565,-1.6529849153334772,-1.5736830516225244,1,2011,6,1,0.14,0.5,0.3881
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7646131754592987,-2.3139652225413183,-3.0523738680267503,-2.585782984646999,-1.969207333536368,-1.652927807191175,1,2011,7,1,0.14,0.5,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.25453034463378776,-0.7642505086322133,-2.31317034288448,-3.052144878093687,-2.5856954901813225,-1.969147562509888,1,2011,8,1,0.14,0.5,0.2836
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3365962728240723,-0.2543033696483591,-0.7638712541725411,-2.3129787652153713,-3.052050777605245,-2.5856305277564355,1,2011,9,1,0.16,0.43,0.3881
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.04014358731216528,0.33666599676216546,-0.2540608802837603,-0.7637580889899537,-2.3128951350252906,-3.0519818880390663,1,2011,10,1,0.18,0.43,0.2537
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5067783347366168,-0.039973643326742414,0.3367499913036663,-0.25397351741356183,-0.7636964035324912,-2.312832469830795,1,2011,11,1,0.2,0.4,0.3284
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4073880624455697,-0.5064842569352085,-0.03978863604833754,0.33680745229769216,-0.2539190530617093,-0.7636467840189868,1,2011,12,1,0.22,0.35,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.28685070962607506,-0.4071204243678198,-0.5061741340055029,-0.03971211783659491,0.33685354822881863,-0.2538737263432838,1,2011,13,1,0.24,0.35,0.2836
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.28685070962607506,-0.28661513680205275,-0.4068369502865321,-0.5060740112832828,-0.039660688500473995,0.33689390009751174,1,2011,14,1,0.26,0.3,0.2836
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.13003847460037898,-0.28661513680205275,-0.28636398159433224,-0.40674185517688605,-0.5060159759243971,-0.039617166034929006,1,2011,15,1,0.26,0.3,0.2537
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1752374345046546,-0.1298446168463003,-0.28636398159433224,-0.2862749838128926,-0.4066852268593854,-0.5059685263175598,1,2011,16,1,0.26,0.3,0.2537
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1388387520184678,-0.17503155295808628,-0.1296355066534988,-0.2862749838128926,-0.2862200619103153,-0.40663861370899407,1,2011,17,1,0.24,0.3,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.34958468153571043,-0.13864255322137065,-0.17481032387071518,-0.12955444114899542,-0.2862200619103153,-0.2861744631876281,1,2011,18,1,0.24,0.32,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.34958468153571043,0.3496509503073253,-0.1384310834690917,-0.17472697199699366,-0.1295017391951041,-0.2861744631876281,1,2011,19,1,0.2,0.47,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11007924793443377,0.3496509503073253,0.3497314623537391,-0.13834957280648197,-0.174673630173569,-0.12945746018511878,1,2011,20,1,0.2,0.47,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.39431558109741627,0.11020922975696534,0.3497314623537391,0.34978826633490595,-0.13829674626942728,-0.17462897077463324,1,2011,21,1,0.18,0.64,0.1343
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.39431558109741627,-0.3940514205510828,0.1103539587921064,0.34978826633490595,0.34983417839261943,-0.1382523931973773,1,2011,22,1,0.14,0.69,0.1343
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.037577004236091,-0.3940514205510828,-0.39377145150671533,0.11042287804876025,0.34983417839261943,0.3498744209524442,1,2011,23,1,0.18,0.55,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.381470758130349,-1.0371417237815825,-0.39377145150671533,-0.39367701766270513,0.1104721807205577,0.3498744209524442,1,2011,0,2,0.16,0.55,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.9708464990849932,-1.380943995324387,-1.0366892813576463,-0.39367701766270513,-0.39362057440881115,0.11051443892898812,1,2011,1,2,0.16,0.59,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.5877040817560433,-1.970162950998514,-1.38039934697015,-1.0365623084215816,-0.39362057440881115,-0.3935740712748333,1,2011,2,2,0.14,0.63,0.1343
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0543388291804945,-2.5868564376906873,-1.969460277271976,-1.3802549783219964,-1.0364967586885228,-0.3935740712748333,1,2011,4,2,0.14,0.63,0.0896
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.5877040817560433,-3.053367051299153,-2.585988370069585,-1.9692860953149565,-1.3801845601774456,-1.0364448419446273,1,2011,5,2,0.12,0.68,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.121069334331592,-2.5868564376906873,-3.0523738680267503,-2.585782984646999,-1.969207333536368,-1.3801297492655344,1,2011,6,2,0.12,0.74,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6418721819291059,-2.1203458240822215,-2.585988370069585,-3.052144878093687,-2.5856954901813225,-1.969147562509888,1,2011,7,2,0.12,0.74,0.1343
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.004260084093223163,-0.641542166566552,-2.11960287211242,-2.585782984646999,-3.052050777605245,-2.5856305277564355,1,2011,8,2,0.14,0.69,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43786965581433446,0.004418215848190116,-0.6411958218278803,-2.1194210912003113,-2.5856954901813225,-3.0519818880390663,1,2011,9,2,0.16,0.64,0.2239
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.04591532585941093,0.4379124390851119,0.0045913174674071765,-0.6410888654436813,-2.1193402027573995,-2.5856305277564355,1,2011,10,2,0.16,0.69,0.3284
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5380961505696602,0.04606237651905703,0.43796927987232803,0.004665589539245495,-0.6410289175974917,-2.119279167473805,1,2011,11,2,0.22,0.51,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.33250967066612686,-0.5377937416270132,0.046224309397128197,0.43802161799746536,0.0047163902645187055,-0.6409803310572637,1,2011,12,2,0.22,0.51,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.12135175232062437,-0.3322619516804671,-0.5374752216609812,0.0462964743571491,0.43806628022851446,0.004759539034164568,1,2011,13,2,0.24,0.56,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.025409832956887438,-0.12116020540171377,-0.3319985542411517,-0.5373735147410218,0.046346685380354684,0.43810577979273096,1,2011,14,2,0.26,0.52,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.2651323217928683,0.025562338471956762,-0.12095342432161056,-0.3319072468215417,-0.5373150360242303,0.046389483584551056,1,2011,15,2,0.28,0.52,0.2537
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.24409274585081753,-0.2649025264776442,0.025729769350581678,-0.12087279823107755,-0.3318516785373185,-0.5372673228504632,1,2011,16,2,0.3,0.49,0.2537
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.07952391431300526,-0.2438685474673753,-0.26465719447587643,0.025802971571811134,-0.12082021925277996,-0.3318056955543673,1,2011,17,2,0.28,0.48,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5517773802508538,-0.07934349440333469,-0.2436288566662717,-0.2645692953093942,0.025853472885771243,-0.12077601334919305,1,2011,18,2,0.26,0.48,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4490590264632722,0.5517898618765381,-0.07914792834145228,-0.24354202177735024,-0.26451468086819907,0.025896443661702448,1,2011,19,2,0.24,0.48,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12220951550244978,0.4490988331462906,0.5518161613480684,-0.07906941809344054,-0.2434877051877798,-0.264469264924823,1,2011,20,2,0.24,0.48,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.36890835315231363,0.12233627044054882,0.4491526738024533,0.5518627375017929,-0.07901743126060921,-0.24344246631091646,1,2011,21,2,0.22,0.64,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4482012632814465,-0.3686509514171828,0.12247774706824356,0.44920444591826925,0.5519057871717867,-0.07897357737502077,1,2011,22,2,0.22,0.64,0.0896
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6608371440998534,-0.4479227681074553,-0.3683777946427752,0.12254605272072525,0.4492489497444039,0.5519443281024454,1,2011,23,2,0.2,0.69,0.0896
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.440047829585519,-0.6605020836926747,-0.44762835105581994,-0.3682846460120534,0.12259518366758335,0.4492883551402376,1,2011,0,3,0.2,0.64,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.8481055055548004,-1.4395054841521397,-0.6601506540056423,-0.44753119142862124,-0.3682285624414602,0.12263733978915695,1,2011,1,3,0.16,0.74,0.0896
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.8481055055548004,-1.8474546089328527,-1.4389451299198328,-0.6600427382872944,-0.4474739853296002,-0.3681822731316232,1,2011,2,3,0.16,0.74,0.0896
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.5877040817560433,-1.8474546089328527,-1.8467848449273152,-1.4387977981766575,-0.6599825219592301,-0.44742702870027345,1,2011,4,3,0.24,0.48,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.5877040817560433,-2.5868564376906873,-1.8467848449273152,-1.846616871768684,-1.4387265507722422,-0.6599337758121866,1,2011,5,3,0.22,0.47,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.3147402529792513,-2.5868564376906873,-2.585988370069585,-1.846616871768684,-1.8465398476013684,-1.4386712468828204,1,2011,6,3,0.2,0.47,0.2239
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7004492533842759,-2.3139652225413183,-2.585988370069585,-2.585782984646999,-1.8465398476013684,-1.846481109548165,1,2011,7,3,0.18,0.43,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.04014358731216528,-0.700103655394305,-2.31317034288448,-2.585782984646999,-2.5856954901813225,-1.846481109548165,1,2011,8,3,0.2,0.4,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.49550583035042595,-0.039973643326742414,-0.6997416047775629,-2.3129787652153713,-2.5856954901813225,-2.5856305277564355,1,2011,9,3,0.22,0.37,0.3284
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.14000469173852745,0.4955332812904598,-0.03978863604833754,-0.6996316852983425,-2.3128951350252906,-2.5856305277564355,1,2011,10,3,0.22,0.37,0.3284
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.33250967066612686,0.14012671281755468,0.49557466847599846,-0.03971211783659491,-0.6995709081922883,-2.312832469830795,1,2011,11,3,0.26,0.33,0.3284
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.47685289093252287,-0.3322619516804671,0.1402634181437613,0.49562409110096517,-0.039660688500473995,-0.6995218286745498,1,2011,12,3,0.26,0.33,0.3284
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.11277569193575429,-0.4765667738746189,-0.3319985542411517,0.1403308236351936,0.49566793739217446,-0.039617166034929006,1,2011,13,3,0.28,0.3,0.2985
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.18465313534618108,-0.11258642641381975,-0.4762646746538477,-0.3319072468215417,0.14037970266052216,0.4957069518973546,1,2011,14,3,0.3,0.28,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.27590393776751587,-0.18444474904212935,-0.11238194477538171,-0.4761660656968491,-0.3318516785373185,0.1404217090200564,1,2011,15,3,0.3,0.28,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.27590393776751587,-0.2756712769953093,-0.18422099538591774,-0.11230175250103648,-0.47610845398443224,-0.3318056955543673,1,2011,16,3,0.3,0.28,0.0896
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.03253659523341506,-0.2756712769953093,-0.27542305687225255,-0.18413716722317064,-0.11224929493172194,-0.4760612562264912,1,2011,17,3,0.24,0.38,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4780188306525825,-0.03236867485416408,-0.27542305687225255,-0.27533461282838273,-0.18408369210419853,-0.11220516120321639,1,2011,18,3,0.24,0.38,0.1343
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3991686772878571,0.4780509334708029,-0.032185707187626145,-0.27533461282838273,-0.27527984589631393,-0.18403895346386942,1,2011,19,3,0.24,0.38,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.23282024146462632,0.3992217557631246,0.47809700932851734,-0.03210957377218344,-0.27527984589631393,-0.2752343393003276,1,2011,20,3,0.22,0.47,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.03253659523341506,0.2329175718226263,0.39928897318465917,0.47814731652556075,-0.03205825212620588,-0.2752343393003276,1,2011,21,3,0.2,0.51,0.194
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5222551459118796,-0.03236867485416408,0.23302939113676693,0.39934326898152617,0.47819141037552715,-0.032014793680181224,1,2011,22,3,0.18,0.55,0.1343
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5380961505696602,-0.5219569509810867,-0.032185707187626145,0.23309210159503235,0.3993884790919318,0.4782305720491703,1,2011,23,3,0.2,0.47,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0721082468673704,-0.5377937416270132,-0.5216426783575984,-0.03210957377218344,0.2331396666555569,0.3994283043588776,1,2011,0,4,0.18,0.55,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.440047829585519,-1.0716637804383022,-0.5374752216609812,-0.5215417727477909,-0.03205825212620588,0.23318089189071092,1,2011,1,4,0.16,0.64,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.121069334331592,-1.4395054841521397,-1.0712020793834218,-0.5373735147410218,-0.521483518287847,-0.032014793680181224,1,2011,2,4,0.16,0.64,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.5877040817560433,-2.1203458240822215,-1.4389451299198328,-1.0710733596998572,-0.5373150360242303,-0.5214359384300489,1,2011,4,4,0.16,0.64,0.0896
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-3.0543388291804945,-2.5868564376906873,-2.11960287211242,-1.4387977981766575,-1.0710073211172728,-0.5372673228504632,1,2011,5,4,0.14,0.69,0.0896
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.121069334331592,-3.053367051299153,-2.585988370069585,-2.1194210912003113,-1.4387265507722422,-1.0709551137626383,1,2011,6,4,0.14,0.63,0.1045
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6418721819291059,-2.1203458240822215,-3.0523738680267503,-2.585782984646999,-2.1193402027573995,-1.4386712468828204,1,2011,7,4,0.16,0.59,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.011384083228131253,-0.641542166566552,-2.11960287211242,-3.052144878093687,-2.5856954901813225,-2.119279167473805,1,2011,8,4,0.16,0.59,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5736469666553905,0.01154031986233711,-0.6411958218278803,-2.1194210912003113,-3.052050777605245,-2.5856305277564355,1,2011,9,4,0.18,0.51,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1797840377983762,0.5736536305505493,0.011711511371352241,-0.6410888654436813,-2.1193402027573995,-3.0519818880390663,1,2011,10,4,0.2,0.47,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4916493466825068,0.17989547680641307,0.573674066276266,0.011785423078873179,-0.6410289175974917,-2.119279167473805,1,2011,11,4,0.22,0.44,0.0896
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.30929317565332837,-0.4913592934828443,0.1800215163628328,0.5737195361667208,0.011836122951604392,-0.6409803310572637,1,2011,12,4,0.26,0.35,0.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.07146140314520925,-0.30905163270178454,-0.4910532269874363,0.18008690963379495,0.5737622762348549,0.011879211766539803,1,2011,13,4,0.26,0.35,0.1045
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.22369083193703868,-0.07128312801854768,-0.308794460145872,-0.4909538695583261,0.18013522551360744,0.5738006331137336,1,2011,14,4,0.28,0.36,0.1642
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.19420239667540182,-0.2234720608550169,-0.07108972370381643,-0.30870432712230256,-0.49089604837646,0.1801768970950024,1,2011,15,4,0.28,0.36,0.0
